coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Fri Apr 01 15:59:47 +0000 2016,datasprintaaf AAFtroyes16,,https://twitter.com/peccadille/status/715894833672536065,0,715931676157812736,,,,fr,,false,8,715928879366582272,seeksanusername,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @seeksanusername: Pr accéder à TOUS les projets du #datasprintaaf, 1 seul document -&gt; 
#AAFtroyes16  https://t.co/VvEFEFCs60",https://twitter.com/Malarchelec/status/715931676157812736,Wed Nov 02 15:52:20 +0000 2011,Malarchelec,false,"Consultante archiviste, mes tweets n'engage que moi. #Archives, #dématérialisation, #RM, #généalogie, #histoire... Compte et sujets perso : @Mlaste",3992,619,715,64,Nantes,Maud Lasterre,Malarchelec,4304,Amsterdam,,false
,Fri Apr 01 17:57:12 +0000 2016,AAFTroyes16 datasprintAAF,,,0,715961224333303813,,,,fr,,,1,715917927158046720,daieuxdailleurs,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",RT @daieuxdailleurs: #AAFTroyes16 c'est fini.. #datasprintAAF c'est fini.. c'était bien.. plein de liens et de tweet qd j'aurais repris mes…,https://twitter.com/BruantC/status/715961224333303813,Mon Nov 19 15:55:14 +0000 2012,BruantC,false,#archiviste #orleans,1525,129,119,25,Orléans ou presque,Christelle B.,BruantC,352,Hawaii,,false
,Fri Apr 01 14:39:24 +0000 2016,futureMW AAFtroyes16 datasprintaaf,,,0,715911447444893696,,,,fr,,,2,715899250987704320,FranceArchives,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @ArchivesFrance: Un projet #futureMW avec des passeports issus des @ArchivesBeaune présenté à #AAFtroyes16 #datasprintaaf  https://t.co/…,https://twitter.com/somozine/status/715911447444893696,Mon Jan 10 18:31:32 +0000 2011,somozine,false,"#Archives #généalogie #puydedome #SaintNazaire #Comics #microentrepreneuse

A la tête de @larchimaide",2856,275,427,30,"Saint-Nazaire, France",Carole Thuilière,somozine,1379,Paris,https://larchimaide.com,false
,Fri Apr 01 15:23:41 +0000 2016,AAFtroyes16 datasprintAAF,,,0,715922589642829824,,,,fr,,,6,715898952697135104,gazetteancetres,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @gazetteancetres: #AAFtroyes16 #datasprintAAF Parti d'un pari fou, c'est devenu un projet enrichissant, promis à un bel avenir.",https://twitter.com/CB_archiviste/status/715922589642829824,Mon Jun 03 18:51:59 +0000 2013,CB_archiviste,false,Archiviste. Toulousaine d'origine franc-comtoise. Anime notamment le compte @ToulouseArchive. Administrateur @Archivistes_AAF,1984,734,696,67,Toulouse,Catherine Bernard,CB_archiviste,2242,Paris,http://www.archives.toulouse.fr,false
,Sat Apr 02 12:06:50 +0000 2016,Gifs datasprintaaf AAFtroyes16,,https://goo.gl/Nbs6ZO,15,716235441679245312,,,,fr,,false,9,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Créer des #Gifs animés à partir d'archives par @jeremieha des @ArchivesManche
Tuto #datasprintaaf #AAFtroyes16 
https://t.co/JFqmI1RmjN",https://twitter.com/seeksanusername/status/716235441679245312,Tue Mar 02 14:25:03 +0000 2010,seeksanusername,false,"...is about discovery, no justification #GLAMgeek",7314,2847,975,413,Paris,Courtin Antoine,seeksanusername,14053,Athens,http://goo.gl/KN61wV,false
,Fri Apr 01 13:53:34 +0000 2016,TP datasprintaaf AAFtroyes16,,,2,715899911968047104,,,,fr,,,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",J'espère que ces réalisations auront prouvé que ça vaut le coup... #TP #datasprintaaf #AAFtroyes16,https://twitter.com/ash_crow/status/715899911968047104,Tue Apr 05 13:03:09 +0000 2011,ash_crow,false,"Sysadmin le jour, admin #Wikipédia et #Wikidata la nuit. D'après TF1, mon travail est de corriger tous les articles de Wikipédia. #Sisyphe -Prés.  @BrowncoatsFr",13513,1026,1023,162,Paris,Ash_Crow,ash_crow,32863,Paris,http://ash.bzh,false
,Fri Apr 01 16:26:16 +0000 2016,webapp datasprintAAF AAFtroyes16,,http://goo.gl/yZ6gMt,0,715938339359232001,,,,fr,,false,8,715901055079477248,seeksanusername,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @seeksanusername: Petite #webapp sur les cartes postales des Cotes d'Armor 
#datasprintAAF #AAFtroyes16 
https://t.co/4ELTuk6P64 https:/…",https://twitter.com/CB_archiviste/status/715938339359232001,Mon Jun 03 18:51:59 +0000 2013,CB_archiviste,false,Archiviste. Toulousaine d'origine franc-comtoise. Anime notamment le compte @ToulouseArchive. Administrateur @Archivistes_AAF,1984,734,696,67,Toulouse,Catherine Bernard,CB_archiviste,2242,Paris,http://www.archives.toulouse.fr,false
,Sat Apr 02 13:12:11 +0000 2016,AAFtroyes16 datasprintaaf Respect,,,0,716251886668611584,,,,fr,,,8,715899244398448640,Gtouati,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Gtouati: En fait, @daieuxdailleurs, c'est notre Mac Gyver à nous. Un excel et elle refait le monde #AAFtroyes16 #datasprintaaf #Respect",https://twitter.com/Marion_REVILLET/status/716251886668611584,Thu Apr 14 13:58:18 +0000 2011,Marion_REVILLET,false,Archiviste Metropole Rouen Normandie,182,159,400,10,Rouen,Marion_REVILLET,Marion_REVILLET,176,,,false
,Fri Apr 01 13:55:36 +0000 2016,AAFtroyes16 datasprintaaf Respect,,,0,715900424641970176,,,,fr,,,8,715899244398448640,Gtouati,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Gtouati: En fait, @daieuxdailleurs, c'est notre Mac Gyver à nous. Un excel et elle refait le monde #AAFtroyes16 #datasprintaaf #Respect",https://twitter.com/c_6_l/status/715900424641970176,Wed Nov 20 09:12:58 +0000 2013,c_6_l,false,"Je pépie perso. Archives, patrimoine et Val d'Oise",1161,219,143,43,Val d'Oise,Cécile Ribet,c_6_l,2066,Amsterdam,,false
,Fri Apr 01 13:59:43 +0000 2016,AAFtroyes16 datasprintaaf,,,0,715901460865806336,,,,fr,,,7,715894108204744704,peccadille,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RT @peccadille: #AAFtroyes16 Vous voulez faire comme les projets du #datasprintaaf ? La boite à outils de @daieuxdailleurs https://t.co/mcb…,https://twitter.com/FranceArchives/status/715901460865806336,Fri Nov 12 14:33:10 +0000 2010,FranceArchives,false,"Portail national des archives, porté par le Service interministériel des Archives de France",8672,17144,803,668,"Paris, France",FranceArchives,FranceArchives,12165,Paris,http://www.francearchives.fr,true
,Sat Apr 02 11:37:30 +0000 2016,AAFtroyes16 datasprintAAF,,,0,716228057426759680,,,,fr,,,5,715945723146203140,jlcschneider,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @jlcschneider: #AAFtroyes16 #datasprintAAF pour découvrir tous les projets dont ma petite participation aux gifs animés : https://t.co/K…,https://twitter.com/metraux73/status/716228057426759680,Sat Jun 08 10:51:26 +0000 2013,metraux73,false,#histoire #archives #paléo #musée #patrimoine #lecture #montagne 😃,432,1022,1381,67,Saint-Michel-sur-Orge,Amandine METRAUX,metraux73,3459,Athens,https://fr.linkedin.com/pub/amandine-metraux/101/871/448,false
,Fri Apr 01 14:30:02 +0000 2016,AAFtroyes16 datasprintaaf,,,0,715909090678022144,,,,fr,,,7,715894108204744704,peccadille,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",RT @peccadille: #AAFtroyes16 Vous voulez faire comme les projets du #datasprintaaf ? La boite à outils de @daieuxdailleurs https://t.co/mcb…,https://twitter.com/agnesvbb/status/715909090678022144,Sat Nov 19 13:57:54 +0000 2011,agnesvbb,false,"Archiviste, essayant de se tenir un petit peu au courant...",628,655,572,37,,agnes.vbb,agnesvbb,478,,,false
,Sat Apr 02 12:35:11 +0000 2016,Wouaw datasprintAAF AAFTroyes2016,,http://frama.link/datasprint,0,716242572256157696,,,,fr,,false,3,716241793898127360,daieuxdailleurs,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @daieuxdailleurs: #Wouaw !!!! #datasprintAAF était en TT hier :D #AAFTroyes2016 // infographie finale : https://t.co/gxA2AtcNXn  https:/…,https://twitter.com/Reporters_AAF/status/716242572256157696,Tue Mar 05 15:00:18 +0000 2013,Reporters_AAF,false,"5 étudiantes derrière ce compte, au service de #AAFTroyes2016, les 30-31 mars et 1er avril 2016. https://t.co/USxf6h7dKL",487,279,207,17,,meta/reporters,Reporters_AAF,1282,,,false
,Fri Apr 01 14:22:06 +0000 2016,datasprintaaf,,,0,715907092750737408,,,,fr,,,7,715897854867451905,ash_crow,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RT @sboissel: Reconstituer les trajets au second empire grâce aux passeports de l'époque et à un outil @framasoft. #datasprintaaf https://t…,https://twitter.com/numahel/status/715907092750737408,Fri Feb 06 22:45:05 +0000 2009,numahel,false,Web dev @makinacorpus – Hacktiviste pour le logiciel libre et les #Communs – essaie d'étudier la sociologie et l'économie à distance,2807,603,1437,128,,numahell,numahel,8861,Paris,,false
,Fri Apr 01 14:00:19 +0000 2016,webapp datasprintAAF AAFtroyes16,,http://goo.gl/yZ6gMt,0,715901608815632384,,,,fr,,false,8,715901055079477248,seeksanusername,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @seeksanusername: Petite #webapp sur les cartes postales des Cotes d'Armor 
#datasprintAAF #AAFtroyes16 
https://t.co/4ELTuk6P64 https:/…",https://twitter.com/FranceArchives/status/715901608815632384,Fri Nov 12 14:33:10 +0000 2010,FranceArchives,false,"Portail national des archives, porté par le Service interministériel des Archives de France",8672,17144,803,668,"Paris, France",FranceArchives,FranceArchives,12165,Paris,http://www.francearchives.fr,true
,Fri Apr 01 13:53:13 +0000 2016,AAFtroyes16 datasprintaaf Respect,,,0,715899823367581696,,,,fr,,,8,715899244398448640,Gtouati,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Gtouati: En fait, @daieuxdailleurs, c'est notre Mac Gyver à nous. Un excel et elle refait le monde #AAFtroyes16 #datasprintaaf #Respect",https://twitter.com/LigeoArchives/status/715899823367581696,Mon Feb 14 10:51:50 +0000 2011,LigeoArchives,false,"Solution globale de gestion, de diffusion et de valorisation des #archives éditée par @Empr1teDigitale.",707,487,308,38,Angers,Ligeo Archives,LigeoArchives,1025,Paris,http://www.ligeo-archives.com,false
,Fri Apr 01 17:08:42 +0000 2016,AAFtroyes16 datasprintAAF,,,0,715949020372459521,,,,fr,,,5,715945723146203140,jlcschneider,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @jlcschneider: #AAFtroyes16 #datasprintAAF pour découvrir tous les projets dont ma petite participation aux gifs animés : https://t.co/K…,https://twitter.com/Reporters_AAF/status/715949020372459521,Tue Mar 05 15:00:18 +0000 2013,Reporters_AAF,false,"5 étudiantes derrière ce compte, au service de #AAFTroyes2016, les 30-31 mars et 1er avril 2016. https://t.co/USxf6h7dKL",487,279,207,17,,meta/reporters,Reporters_AAF,1282,,,false
,Sat Apr 02 12:32:05 +0000 2016,Wouaw datasprintAAF AAFTroyes2016,,http://frama.link/datasprint https://twitter.com/TTMobile_fr/status/715900414730833927,9,716241793898127360,,,,fr,,false,3,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",#Wouaw !!!! #datasprintAAF était en TT hier :D #AAFTroyes2016 // infographie finale : https://t.co/gxA2AtcNXn  https://t.co/GM77tXKJiv,https://twitter.com/daieuxdailleurs/status/716241793898127360,Fri Nov 06 21:52:25 +0000 2009,daieuxdailleurs,false,#archives + #histoire + #généalogie + #geek + #féminisme + #pragmatisme .. un peu #poilàgratter ? Blogging on http://t.co/alQ5g9swfZ,2685,2129,657,248,A l'Ouest,d'aïeux & d'ailleurs,daieuxdailleurs,22723,Paris,http://www.maiwenn-bourdic.fr,false
,Fri Apr 01 15:54:48 +0000 2016,datasprintaaf AAFtroyes16,,https://twitter.com/peccadille/status/715894833672536065,0,715930421003943936,,,,fr,,false,8,715928879366582272,seeksanusername,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @seeksanusername: Pr accéder à TOUS les projets du #datasprintaaf, 1 seul document -&gt; 
#AAFtroyes16  https://t.co/VvEFEFCs60",https://twitter.com/aedaa/status/715930421003943936,Sat Mar 20 19:24:53 +0000 2010,aedaa,false,La page de l'Association des étudiants et de diplômés de la formation en archivistique d'Angers #archives #patrimoine #UnivAngers #emploi #stage #collectifA8,923,787,381,130,Angers,AEDAA,aedaa,6334,Paris,http://www.aedaa.fr,false
,Fri Apr 01 17:46:09 +0000 2016,AAFTroyes16 datasprintAAF,,,0,715958444793180160,,,,fr,,,2,715957996262531072,daieuxdailleurs,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @daieuxdailleurs: Et merci #AAFTroyes16 de nous avoir permis de faire ce #datasprintAAF un peu fou et mon chouette copilote magicien @se…,https://twitter.com/katellaug/status/715958444793180160,Wed Nov 09 19:39:18 +0000 2011,katellaug,false,Archiviste entre autres. Mes propos n'engagent que moi.,2402,917,422,51,Vigneux de Bretagne,Katell Auguié,katellaug,1877,,,false
,Sat Apr 02 12:14:34 +0000 2016,Gifs datasprintaaf AAFtroyes16,,,0,716237387286900736,,,,fr,,,9,716235441679245312,seeksanusername,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @seeksanusername: Créer des #Gifs animés à partir d'archives par @jeremieha des @ArchivesManche
Tuto #datasprintaaf #AAFtroyes16 
https:…",https://twitter.com/Archivistes_AAF/status/716237387286900736,Tue Jun 05 08:07:00 +0000 2012,Archivistes_AAF,false,"Suivez l’actualité de l’Association des archivistes français, informez-vous et participez ainsi aux événements qu’elle organise.",3313,4772,682,232,Paris,AAF,Archivistes_AAF,10551,Paris,http://www.archivistes.org/,false
,Fri Apr 01 14:26:10 +0000 2016,AAFtroyes16 datasprintaaf Respect,,,0,715908116794179586,,,,fr,,,8,715899244398448640,Gtouati,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Gtouati: En fait, @daieuxdailleurs, c'est notre Mac Gyver à nous. Un excel et elle refait le monde #AAFtroyes16 #datasprintaaf #Respect",https://twitter.com/archivist_chloe/status/715908116794179586,Wed Dec 09 20:15:29 +0000 2009,archivist_chloe,false,"#Archiviste passionnée, militante et heureuse! Archivologue en devenir... Mentor du projet #EIG2018 #ArchiFiltre.
Mes tweets n'engagent que moi.",10868,1310,871,57,"Paris, France",Chloé Moser,archivist_chloe,3806,Amsterdam,,false
,Fri Apr 01 13:53:53 +0000 2016,AAFtroyes16 datasprintaaf Respect,,,0,715899992859348992,,,,fr,,,8,715899244398448640,Gtouati,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Gtouati: En fait, @daieuxdailleurs, c'est notre Mac Gyver à nous. Un excel et elle refait le monde #AAFtroyes16 #datasprintaaf #Respect",https://twitter.com/Adelarchives/status/715899992859348992,Wed May 27 12:22:30 +0000 2015,Adelarchives,false,La femme qui murmurait à l'oreille des cartons. #Archiviste à l'Office français de protection des réfugiés et apatrides (OFPRA).,53,388,394,20,,AdélaïdeArchives,Adelarchives,372,Pacific Time (US & Canada),https://www.linkedin.com/in/adélaïde-choisnet-40a6b4b6?trk=hp-identity-name,false
,Fri Apr 01 14:06:16 +0000 2016,AAFtroyes16 datasprintaaf,,,0,715903107234979840,,,,fr,,,7,715894108204744704,peccadille,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @peccadille: #AAFtroyes16 Vous voulez faire comme les projets du #datasprintaaf ? La boite à outils de @daieuxdailleurs https://t.co/mcb…,https://twitter.com/brullier7/status/715903107234979840,Thu Apr 15 18:12:20 +0000 2010,brullier7,false,"Chargé d’archives, CIL et PRADA de @UnivRennes1, resp. comité des fêtes @aedaa, membre de la section #AAF_aurore de @Archivistes_AAF  #archives #patrimoine #DH",2556,526,432,56,Rennes,Benjamin Rullier,brullier7,3707,Paris,,false
,Fri Apr 01 16:15:58 +0000 2016,datasprintaaf AAFtroyes16,,https://twitter.com/peccadille/status/715894833672536065,0,715935749791752192,,,,fr,,false,8,715928879366582272,seeksanusername,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @seeksanusername: Pr accéder à TOUS les projets du #datasprintaaf, 1 seul document -&gt; 
#AAFtroyes16  https://t.co/VvEFEFCs60",https://twitter.com/Archivistes_AAF/status/715935749791752192,Tue Jun 05 08:07:00 +0000 2012,Archivistes_AAF,false,"Suivez l’actualité de l’Association des archivistes français, informez-vous et participez ainsi aux événements qu’elle organise.",3313,4772,682,232,Paris,AAF,Archivistes_AAF,10551,Paris,http://www.archivistes.org/,false
,Fri Apr 01 14:27:09 +0000 2016,AAFtroyes16 datasprintaaf archives,,,0,715908364191068161,,,,fr,,,1,715907729936752641,Delphine_Jamet,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Delphine_Jamet: #AAFtroyes16 #datasprintaaf avec jeux de données des services #archives @datalocale il y a du potentiel en @gironde htt…,https://twitter.com/keronos/status/715908364191068161,Wed Feb 18 15:29:38 +0000 2009,keronos,false,ingénieur documentaire transfuge agent triple-store pour l'ouverture des données,868,556,1524,110,,@keronos@mamot.fr,keronos,3617,Paris,https://twitter.com/keronos,false
,Fri Apr 01 18:34:01 +0000 2016,FF AAFtroyes16 FF,,,0,715970490326781953,,,,fr,,,3,715969116440567808,seeksanusername,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @seeksanusername: #FF spécial #AAFtroyes16 pour @katellaug @aupaysdesarchiv @macgraveur 
Et surtout Big #FF à @daieuxdailleurs, la prêtr…",https://twitter.com/katellaug/status/715970490326781953,Wed Nov 09 19:39:18 +0000 2011,katellaug,false,Archiviste entre autres. Mes propos n'engagent que moi.,2402,917,422,51,Vigneux de Bretagne,Katell Auguié,katellaug,1877,,,false
,Fri Apr 01 13:52:19 +0000 2016,datasprintaaf AAFtroyes16,,,0,715899598343114752,,,,fr,,,5,715898245579468800,peccadille,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @peccadille: #datasprintaaf #AAFtroyes16 Mon projet préféré, la cartographie des passeports de Beaune entre 1810 et 1857  ! https://t.co…",https://twitter.com/LadyNamite2/status/715899598343114752,Wed Apr 02 12:29:13 +0000 2014,LadyNamite2,false,"Directrice du Patrimoine culturel et archiviste, créatrice du blog Archives et culture Pop' et blogueuse comics #archives  #comics #patrimoine #genealogie",14631,898,568,93,,Sonia Dollinger,LadyNamite2,7820,,https://archivespop.wordpress.com/,false
,Fri Apr 01 17:44:22 +0000 2016,AAFTroyes16 datasprintAAF,,,11,715957996262531072,,,,fr,,,2,,,"<a href=""http://www.myplume.com/"" rel=""nofollow"">Plume for Android</a>",Et merci #AAFTroyes16 de nous avoir permis de faire ce #datasprintAAF un peu fou et mon chouette copilote magicien @seeksanusername,https://twitter.com/daieuxdailleurs/status/715957996262531072,Fri Nov 06 21:52:25 +0000 2009,daieuxdailleurs,false,#archives + #histoire + #généalogie + #geek + #féminisme + #pragmatisme .. un peu #poilàgratter ? Blogging on http://t.co/alQ5g9swfZ,2685,2129,657,248,A l'Ouest,d'aïeux & d'ailleurs,daieuxdailleurs,22723,Paris,http://www.maiwenn-bourdic.fr,false
,Fri Apr 01 15:05:09 +0000 2016,AAFTroyes16 datasprintAAF mercimerci,,,14,715917927158046720,,,,fr,,,1,,,"<a href=""http://www.myplume.com/"" rel=""nofollow"">Plume for Android</a>",#AAFTroyes16 c'est fini.. #datasprintAAF c'est fini.. c'était bien.. plein de liens et de tweet qd j'aurais repris mes esprits #mercimerci !,https://twitter.com/daieuxdailleurs/status/715917927158046720,Fri Nov 06 21:52:25 +0000 2009,daieuxdailleurs,false,#archives + #histoire + #généalogie + #geek + #féminisme + #pragmatisme .. un peu #poilàgratter ? Blogging on http://t.co/alQ5g9swfZ,2685,2129,657,248,A l'Ouest,d'aïeux & d'ailleurs,daieuxdailleurs,22723,Paris,http://www.maiwenn-bourdic.fr,false
,Fri Apr 01 14:53:02 +0000 2016,Framindmap infoviz datasprintaaf,,https://framindmap.org/c/maps/112622/embed,0,715914876099670016,,,,fr,,false,7,715894678864990208,ash_crow,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",RT @sboissel: Je remets la superbe #Framindmap de @daieuxdailleurs sur les outils d'#infoviz https://t.co/LTOc7aZ2Po #datasprintaaf #AAFtro…,https://twitter.com/daieuxdailleurs/status/715914876099670016,Fri Nov 06 21:52:25 +0000 2009,daieuxdailleurs,false,#archives + #histoire + #généalogie + #geek + #féminisme + #pragmatisme .. un peu #poilàgratter ? Blogging on http://t.co/alQ5g9swfZ,2685,2129,657,248,A l'Ouest,d'aïeux & d'ailleurs,daieuxdailleurs,22723,Paris,http://www.maiwenn-bourdic.fr,false
,Fri Apr 01 13:56:00 +0000 2016,futureMW datasprintaaf AAFtroyes16,,,0,715900524143501312,,,,fr,,,3,715900395944599552,ToulouseArchive,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @ToulouseArchive: #futureMW Jouer avec les outils du #datasprintaaf #AAFtroyes16 
Merci @seeksanusername @daieuxdailleurs https://t.co/S…",https://twitter.com/FranceArchives/status/715900524143501312,Fri Nov 12 14:33:10 +0000 2010,FranceArchives,false,"Portail national des archives, porté par le Service interministériel des Archives de France",8672,17144,803,668,"Paris, France",FranceArchives,FranceArchives,12165,Paris,http://www.francearchives.fr,true
,Sat Apr 02 13:02:16 +0000 2016,Wouaw datasprintAAF AAFTroyes2016,,http://frama.link/datasprint,0,716249388285296640,,,,fr,,false,3,716241793898127360,daieuxdailleurs,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @daieuxdailleurs: #Wouaw !!!! #datasprintAAF était en TT hier :D #AAFTroyes2016 // infographie finale : https://t.co/gxA2AtcNXn  https:/…,https://twitter.com/Archivistes_AAF/status/716249388285296640,Tue Jun 05 08:07:00 +0000 2012,Archivistes_AAF,false,"Suivez l’actualité de l’Association des archivistes français, informez-vous et participez ainsi aux événements qu’elle organise.",3313,4772,682,232,Paris,AAF,Archivistes_AAF,10551,Paris,http://www.archivistes.org/,false
,Fri Apr 01 20:23:11 +0000 2016,datasprintaaf AAFtroyes16,,https://twitter.com/peccadille/status/715894833672536065,0,715997963873566721,,,,fr,,false,8,715928879366582272,seeksanusername,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @seeksanusername: Pr accéder à TOUS les projets du #datasprintaaf, 1 seul document -&gt; 
#AAFtroyes16  https://t.co/VvEFEFCs60",https://twitter.com/H_LeBot/status/715997963873566721,Thu Aug 27 15:55:33 +0000 2015,H_LeBot,false,Archiviste,29,178,151,18,,Hélène LE BOT,H_LeBot,102,,,false
,Sat Apr 02 11:07:45 +0000 2016,FF AAFtroyes16 FF,,,0,716220569079914496,,,,fr,,,3,715969116440567808,seeksanusername,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @seeksanusername: #FF spécial #AAFtroyes16 pour @katellaug @aupaysdesarchiv @macgraveur 
Et surtout Big #FF à @daieuxdailleurs, la prêtr…",https://twitter.com/tokenheiser/status/716220569079914496,Wed Feb 16 14:11:28 +0000 2011,tokenheiser,false,"Entre #archives et #histoire, en passant par la #Lorraine, le #numérique, la #Genealogie et le #ProjetADAMANT en mode #Agile. Mes tweets n'engagent que moi !",10111,1695,1716,166,France,Sandrine Heiser,tokenheiser,9393,Athens,http://fr.linkedin.com/pub/sandrine-heiser/4b/726/112,false
,Fri Apr 01 13:55:29 +0000 2016,futureMW datasprintaaf AAFtroyes16,https://twitter.com/ToulouseArchive/status/715900395944599552/photo/1,,12,715900395944599552,,,,fr,,false,3,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#futureMW Jouer avec les outils du #datasprintaaf #AAFtroyes16 
Merci @seeksanusername @daieuxdailleurs https://t.co/SepxGO4Jhi",https://twitter.com/ToulouseArchive/status/715900395944599552,Thu Aug 14 09:55:49 +0000 2014,ToulouseArchive,false,Archives Toulouse #histoire #patrimoine #photo https://t.co/Q3fahSA0va https://t.co/3oI7VTB2NM https://t.co/mt0pPx6La5,1653,3484,718,155,Toulouse,Archives de Toulouse,ToulouseArchive,3593,Paris,http://www.archives.toulouse.fr,false
,Fri Apr 01 15:24:45 +0000 2016,AAFtroyes16 datasprintaaf,,,0,715922860460666880,,,,fr,,,6,715866449127030784,seeksanusername,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @seeksanusername: Ds le train pour #AAFtroyes16 avec 9163 tweets et 633 usées ""engagés"" (à 12h04) ;-) 
#datasprintaaf https://t.co/7UmAw…",https://twitter.com/CB_archiviste/status/715922860460666880,Mon Jun 03 18:51:59 +0000 2013,CB_archiviste,false,Archiviste. Toulousaine d'origine franc-comtoise. Anime notamment le compte @ToulouseArchive. Administrateur @Archivistes_AAF,1984,734,696,67,Toulouse,Catherine Bernard,CB_archiviste,2242,Paris,http://www.archives.toulouse.fr,false
,Fri Apr 01 14:52:48 +0000 2016,AAFtroyes16 datasprintaaf Respect,,,0,715914819396833280,,,,fr,,,8,715899244398448640,Gtouati,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Gtouati: En fait, @daieuxdailleurs, c'est notre Mac Gyver à nous. Un excel et elle refait le monde #AAFtroyes16 #datasprintaaf #Respect",https://twitter.com/Fredimars/status/715914819396833280,Fri Jul 02 17:33:46 +0000 2010,Fredimars,false,"Archiviste passionné, cycliste amateur, convaincu de l'utilité du Tweet mais sans abus..!",724,278,269,29,,ALLIO Frédéric,Fredimars,1487,Hawaii,,false
,Sat Apr 02 13:01:08 +0000 2016,Gifs datasprintaaf AAFtroyes16,,,0,716249106356826112,,,,fr,,,9,716235441679245312,seeksanusername,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @seeksanusername: Créer des #Gifs animés à partir d'archives par @jeremieha des @ArchivesManche
Tuto #datasprintaaf #AAFtroyes16 
https:…",https://twitter.com/HRochetteCastel/status/716249106356826112,Fri Mar 30 16:54:34 +0000 2012,HRochetteCastel,false,"Ici c'est Paris - Normandie! Chef de la cellule Numérisation et Diffusion numérique chez @Patrimoine78. Je tweete #archives, #culture, #numérique, #Normandie.",111,216,214,24,"Alençon, France",HélèneRochetteCastel,HRochetteCastel,1403,Paris,,false
